target_id	length	eff_length	est_counts	tpm
Hsc70-1_3	156	34.5086	2	3.65734
TrpA1_1	217	80.597	0	0
Ptpmeg_1	368	221.367	166	47.3215
dbo_1	446	298.474	784	165.757
PH4alphaEFB_2	735	587.058	19	2.04237
Mdr49	101	10.2561	0	0
Etf-QO_2	242	102.112	129	79.7216
wit_1	22134	21986	2.31554	0.00664611
CG7791_1	753	605.05	80	8.34374
Mondo_1	2690	2542.01	314	7.79496
Ubi3E_5	624	476.105	0	0
abd-A_2	112	12.7594	0	0
CG9701	312	167.111	3	1.13286
mira_3	200	66.6463	51	48.2899
Pde9_1	4544	4396.01	16	0.22968
mRNA-cap_1	1374	1226.01	848	43.6479
beta-Man_1	1368	1220.01	9.70722	0.502103
CG5758_2	144	27.1894	0	0
CG15097_1	1763	1615.01	46	1.7974
mei6_1	1905	1757.01	144	5.1719
Gnf1_1	3310	3162.01	450	8.98072
CG34384_1	882	734.033	0	0
IntS14_1	477	329.317	556	106.543
CG6488_2	245	104.749	44	26.5073
CG4576_2	828	680.05	10	0.927943
Pif1A	7399	7251.01	931	8.10239
GCS1_2	1396	1248.01	991	50.1091
per_2	2699	2551.01	33	0.816326
VAChT	117	14.3711	0	0
wrd	3471	3323.01	1417.8	26.9244
pea_1	128	18.8522	228	763.193
CG11498	103	10.6223	2	11.8815
Drak_1	1886	1738.01	26	0.944023
lqf_1	800	652.05	331	32.0339
CG2202	3032	2884.01	380	8.31474
kst_1	605	457.116	33	4.55564
Kif19A	119	15.1044	1	4.17791
ci_1	127	18.4292	0	0
CG10339_1	179	50.4734	1	1.25026
Culd_2	150	30.671	0	0
CG3690_1	349	202.807	0	0
Frl_1	2532	2384.01	221	5.84987
Trl_3	46970	46822	359.576	0.484621
drl	165	40.45	0	0
CG14280	204	69.862	1	0.903277
para_3	257	115.522	0	0
CG10211_2	772	624.05	8	0.808971
sfl_1	2861	2713.01	152	3.53553
CG10428_1	1092	944.013	3210	214.58
Glut1	5943	5795.01	1	0.0108895
Oatp33Ea_2	868	720.033	5	0.438208
Glut1_1	831	683.05	0	0
jus_1	24682	24534	158.74	0.408301
CG14965	2013	1865.01	889	30.0803
Rab32	1413	1265.01	1178	58.7642
csul_2	933	785.023	317	25.4823
Dab_1	6363	6215.01	55.6536	0.565085
pgant3_4	1256	1108.01	306	17.4277
Ets98B	186	55.7458	1	1.13201
CG31915_1	638	490.105	676	87.0402
Papss_1	1066	918.013	131	9.00502
smog_1	1046	898.013	2	0.140543
CG7956_1	754	606.05	186	19.3672
CG10710_1	423	275.61	42	9.6165
CG8858_2	2105	1957.01	379	12.221
CG10283_1	279	135.905	234	108.654
tor	617	469.111	2	0.26904
Ekar	217	80.597	1	0.782967
Zir_2	593	445.116	49	6.9468
Lasp_2	1499	1351.01	624.285	29.1599
CG30384	877	729.033	22	1.90431
CG41520_1	509	361.213	1	0.174702
PKD_2	276	133.08	2	0.948374
ine	166	41.1406	0	0
AcCoAS_2	597	449.116	0	0
CG4096_1	1706	1558.01	11	0.445537
mmd_4	424	276.603	1	0.228142
vvl_2	1240	1092.01	10	0.577876
CG7884	2003	1855.01	277	9.42313
Caf1-180	3614	3466.01	682	12.417
drd_1	2151	2003.01	49137	1548.06
CDase_3	860	712.042	3	0.265875
Best2_1	300	155.684	0	0
spz4	239	99.4934	3	1.90278
Tg_3	3073	2925.01	0	0
CG5455_2	817	669.05	93	8.77176
CG9304_1	110	12.1869	27	139.809
asl_1	1162	1014.01	76	4.72969
CG3213	221	83.9386	2	1.50359
inv	230	91.6299	3	2.06608
CG6938_1	256	114.604	0	0
mIF2_1	950	802.023	48	3.77674
dy_2	122	16.2412	2	7.77095
CG4622_1	573	425.122	334	49.5787
Ir25a	176	48.2611	0	0
CG5527	1180	1032.01	295	18.0384
CG7737_2	364	217.441	37	10.738
hpo_1	22211	22063	603.358	1.72573
e(y)3	6458	6310.01	5010	50.1037
Fur2_1	1421	1273.01	29	1.43756
Pura	5729	5581.01	305	3.44865
pgant6_1	20405	20257	30.0824	0.0937128
CG6126_3	101	10.2561	2	12.3058
Ten-a	10604	10456	89	0.537138
Appl_4	566	418.132	3	0.452762
Hasp_3	146	28.3111	0	0
CG31638_2	1224	1076.01	22	1.29023
Dys_1	1019	871.013	40	2.898
CG3106	101	10.2561	1	6.15289
ppk16_1	178	49.7016	0	0
CG5142	381	234.104	3	0.808675
CG15365	1346	1198.01	187	9.85014
CG32176_2	736	588.058	480	51.5091
inaD_1	545	397.143	2	0.317794
bdg	2357	2209.01	639	18.2543
CG42613_1	142	26.0377	0	0
Eip75B_2	3421	3273.01	551	10.6235
dysc_2	270	127.506	0	0
jing_1	3408	3260.01	715	13.8404
Ets96B	105	11.0156	0	0
CG6761_1	1172	1024.01	5	0.308125
dl_1	2845	2697.01	39	0.912523
CG8958	649	501.105	8	1.00745
hoe2_1	369	222.33	2	0.567667
Oct-TyrR_2	405	257.783	3	0.734394
CG7728_1	440	292.5	128	27.6151
CG2278	240	100.354	2	1.25764
GLS_2	521	373.176	196	33.1439
abd-A_3	124	17.1185	0	0
GABA-B-R2	2277	2129.01	18	0.533527
wake	8466	8318.01	335.446	2.54487
Claspin	2809	2661.01	485	11.5016
CG10383_1	27181	27033	6.95651	0.016239
verm_6	103	10.6223	0	0
UbiE_6	259	117.355	8927	4800.28
SvilB_2	458	310.428	3	0.609849
Nsun2_2	422	274.623	355	81.5743
myo	144	27.1894	0	0
Ror_3	263	121.052	4	2.08522
CG5521_1	311	166.156	10	3.79793
Dscam4	228	89.9134	0	0
stx_1	1060	912.013	224.251	15.5165
vnd_1	1274	1126.01	169	9.47121
Dnai2_3	305	160.422	2	0.786734
Prestin_2	407	259.77	22	5.34436
su(r)_1	647	499.105	10	1.26436
CG14395_3	257	115.522	1	0.546258
Bili	201	67.4457	1	0.935638
Tg_4	195	62.6428	0	0
Rok_1	344	197.971	155	49.4074
IKKepsilon_1	1631	1483.01	325	13.8293
GalNAc-T2_3	125	17.5528	35	125.83
dock_1	1265	1117.01	963	54.4039
Rpn2	2258	2110.01	454	13.5779
zormin_1	269	126.594	1	0.498482
CG17111	2697	2549.01	50	1.23783
dom_2	200	66.6463	226	213.991
hmw	461	313.413	2	0.402695
bowl_1	1549	1401.01	6	0.270254
CG2519_2	2373	2225.01	576	16.3362
CG10958_1	784	636.05	10	0.992135
CG5789_1	595	447.116	88	12.4201
dop_2	1990	1842.01	1312	44.9473
CG14408	127	18.4292	0	0
cdc14_1	1658	1510.01	2	0.0835818
by	959	811.013	4	0.311239
CG14408_1	1015	867.013	0	0
PICK1_2	288	144.301	1	0.437315
CG2145_1	358	211.589	476	141.963
CG45002_2	277	134.013	0	0
tok_1	362	215.498	4	1.17133
ci_2	442	294.5	0	0
Fas1_3	476	328.321	1	0.192205
eyg_1	1575	1427.01	0	0
hdc_1	1496	1348.01	237	11.0947
Ubi3E_6	134	21.7867	0	0
dao_1	742	594.058	1	0.106227
Atg1_2	1043	895.013	2205	155.468
NetB	101	10.2561	0	0
Blimp-1_3	2597	2449.01	0	0
ocm_1	1806	1658.01	252	9.59124
Prm	504	356.231	4	0.708582
CG8740_1	303	158.497	2	0.796291
mars	3852	3704.01	2695	45.9144
rt_2	231	92.4963	0	0
MAN1	2588	2440.01	806.844	20.867
CG7470_5	546	398.138	8	1.268
cutlet_1	1341	1193.01	180	9.52116
CG18208	101	10.2561	1	6.15289
CG32137_3	219	82.2549	0	0
Tm1_1	24920	24772	1531.74	3.90199
CG5009_2	575	427.122	47	6.94398
Nrg_2	3213	3065.01	613	12.6209
CG30069_1	216	79.7589	0	0
CG2278_1	1806	1658.01	0	0
Usp10_1	17675	17527	32.765	0.117968
CG30089_1	12509	12361	0	0
Tollo_2	2690	2542.01	25	0.620618
CG42340_1	244	103.866	0	0
CG9304_2	416	268.684	201	47.208
CG13605	2535	2387.01	286	7.5609
CG8851	983	835.013	8	0.604587
luna	122	16.2412	0	0
Dfd	3570	3422.01	8	0.147527
dnc	5081	4933.01	58	0.741956
ClC-a_3	154	33.1979	1	1.90087
east	8069	7921.01	3788.5	30.1821
CG34402	399	251.857	10	2.50558
CG17258	398	250.866	0	0
lama_2	554	406.138	195	30.2987
CG10600	3512	3364.01	754	14.1441
Ir93a_2	254	112.801	4	2.23773
svr_1	3489	3341.01	271	5.11863
rdgA_3	131	20.254	0	0
CG11399_1	130	19.7936	40	127.525
CG33958	527	379.167	0	0
CG42671_1	1589	1441.01	362	15.8527
CG6745_2	965	817.013	183	14.1346
CG6142	120	15.477	0	0
Mdr65_3	146	28.3111	0	0
Thd1	7948	7800.01	201	1.62616
Nep1_1	103	10.6223	1	5.94077
gogo_3	2867	2719.01	0	0
LeuRS_1	1157	1009.01	500	31.2706
Dtg	901	753.033	224	18.7714
sick	291	147.145	1	0.428862
Culd_3	222	84.7813	2	1.48865
CG13458_1	377	230.171	0	0
Hmt4-20_1	9975	9827.01	62.7595	0.403014
spel1_3	1316	1168.01	343	18.5314
mal_1	849	701.042	521	46.8982
CngA_1	193	61.0783	0	0
Mtp	504	356.231	660	116.916
Iyd	1429	1281.01	84	4.13798
neo_3	163	39.0618	0	0
Hem	1985	1837.01	459	15.7675
CG34355_4	257	115.522	0	0
Kul	101	10.2561	0	0
CG5535_2	525	377.172	179	29.9486
CG6184_1	192	60.2873	1	1.04673
CG32104_1	1681	1533.01	494	20.335
Rrp1_1	1197	1049.01	1400	84.2189
RhoBTB_1	2355	2207.01	39	1.11512
cu_2	150	30.671	48	98.7588
nan	101	10.2561	0	0
CG15365_1	41937	41789	804	1.2141
mirr_4	182	52.693	1	1.19759
eag	187	56.4926	0	0
Eo	748	600.058	6	0.630987
Toll-6_3	169	43.2022	1	1.46068
CG15270_2	407	259.77	1	0.242925
CG3394	185	54.9768	0	0
Ptp99A_1	111	12.4631	0	0
CG10175_1	118	14.7472	1	4.27909
bab1	178	49.7016	0	0
klu	224	86.4964	0	0
CG12594_1	1248	1100.01	3	0.172102
CG1718_2	695	547.079	0	0
st	115	13.7168	0	0
ref(2)P	3065	2917.01	7326	158.486
alpha-Spec_1	1304	1156.01	550	30.0236
eag_1	1435	1287.01	0	0
Rph_1	368	221.367	7	1.99548
Pkc53E_2	388	240.989	0	0
chas_1	1008	860.013	5	0.366883
ssp6	1687	1539.01	0	0
ssp2_1	2541	2393.01	3214	84.7546
CG30183	1624	1476.01	292	12.484
sowah_2	1156	1008.01	1118	69.9903
CG17233_2	40572	40424	1.16181	0.00181367
Prm_1	124	17.1185	1	3.68634
Nelf-A_1	488	340.279	87	16.1342
CG14526	351	204.759	1	0.308191
Gcn5_1	993	845.013	623	46.5251
Cht5_2	107	11.4111	2	11.0602
Ect4_1	122	16.2412	1	3.88548
Ir8a_1	1149	1001.01	2	0.126082
rn	101	10.2561	0	0
CG42663_2	1162	1014.01	33.8571	2.10702
unc80_1	398	250.866	0	0
CG42260	133	21.2696	1	2.96689
sws_1	398	250.866	297	74.7096
Pmp70_1	683	535.079	47.2399	5.57127
nonC	4985	4837.01	935	12.1982
Pmp70_2	4907	4759.01	6.76007	0.0896389
CG32982	575	427.122	0	0
kek1_3	339	193.119	3	0.980301
mira_4	868	720.033	370	32.4274
Nha2_1	970	822.013	1	0.0767686
CG13204_1	945	797.023	58	4.59219
hig_1	240	100.354	0	0
spz3	203	69.0328	1	0.914127
mxc	5140	4992.01	1838	23.2344
CG16896	2972	2824.01	2397	53.5628
mei-9_1	1649	1501.01	97	4.07802
CG44098_3	154	33.1979	0	0
dati_2	197	64.2762	0	0
Ets96B_1	106	11.1955	1	5.63664
CG16965_2	531	383.162	1	0.164695
Skeletor_2	2787	2639.01	29	0.693456
myo_1	287	143.376	0	0
na	133	21.2696	0	0
Nost_1	338	192.155	58	19.0475
Whamy_1	358	211.589	3	0.894727
Atx2_1	39088	38940	9.16922	0.0148593
Nbr	129	19.3033	66	215.761
NKCC	147	28.8992	0	0
CG34398_1	292	148.09	0	0
Hr4	14854	14706	204.185	0.876174
Lsp1beta	292	148.09	2	0.852247
Rgl_3	424	276.603	502	114.527
CG2818_1	808	660.05	2659	254.216
Ubi3E_7	1421	1273.01	3	0.148714
NetB_1	114	13.3864	25	117.853
CG34396	157	35.1286	1	1.79639
mio_2	1644	1496.01	923	38.934
sff_1	128	18.8522	1	3.34734
CanA1_1	24570	24422	86.8729	0.224474
gudu	151	31.2992	0	0
arr_2	272	129.374	20	9.75541
CG32557	149	30.0582	1	2.09942
rdgA_4	5375	5227.01	134	1.61776
CG9170	604	456.116	2	0.276705
Sln_2	359	212.568	0	0
CG11399_2	743	595.058	381	40.4044
zld	2970	2822.01	14903	333.255
Mct1_2	207	72.2787	55	48.0192
CG8086	173	46.0488	6	8.22233
pdm2	3342	3194.01	5	0.098786
mei6_2	55069	54921	669.431	0.769183
Hr4_1	3571	3423.01	38	0.700547
para_4	160	37.0613	0	0
cno_1	2195	2047.01	519	15.9996
Mob2_3	599	451.116	148	20.7031
CG7381_3	649	501.105	2	0.251863
CG10185_1	115	13.7168	0	0
wtrw	132	20.7506	0	0
CG42638_3	194	61.8539	135	137.73
TrpA1_2	123	16.657	0	0
Rbpn-5_1	975	827.013	174	13.277
CG43658_2	3242	3094.01	276	5.62923
CG1657_2	581	433.122	178	25.9342
Pink1_1	540	392.157	230	37.0109
Vps53_1	2014	1866.01	317	10.7203
d	126	17.9702	3	10.5349
haf_2	448	300.466	4	0.840092
mi_1	668	520.085	181	21.9617
Smyd4-3	206	71.4762	0	0
sol_1	3445	3297.01	442	8.45987
scat_1	360	213.546	182	53.7826
Egfr_1	335	189.239	13	4.33506
Dhx15_1	1063	915.013	751	51.7935
PEK_1	32179	32031	604.346	1.19063
l(2)k05911_1	135	22.2971	0	0
Ir93a_3	817	669.05	10	0.9432
e_2	141	25.4731	0	0
CG43729_3	112	12.7594	0	0
CG42672_2	135	22.2971	155	438.678
Etf-QO_3	130	19.7936	45	143.466
f	228	89.9134	2	1.40368
drpr_1	105	11.0156	9	51.5581
Ire1_1	977	829.013	452	34.4064
CG8771_1	136	22.8311	74	204.535
rk_1	360	213.546	2	0.591018
pea_2	134	21.7867	290	839.978
CG42331_1	192	60.2873	0	0
CG15544	952	804.023	0	0
CG42699_2	851	703.042	292	26.2098
CG42613_2	151	31.2992	0	0
CG10064	255	113.712	1	0.554953
Ror_4	399	251.857	3	0.751675
CG2691_1	347	200.883	405	127.225
ana1	741	593.058	389	41.3919
Dl_1	119	15.1044	14	58.4907
CG14395_4	191	59.5549	0	0
mim_1	748	600.058	77	8.09767
CG5522_1	493	345.262	157	28.6955
CG42399_1	1273	1125.01	3	0.168277
ClC-a_4	1178	1030.01	8	0.490128
yrt_1	1484	1336.01	128	6.04591
Gal	323	177.605	2	0.710618
CG10483_3	501	353.244	3	0.53593
laccase2	427	279.589	1	0.225706
CG32473_1	1388	1240.01	1528	77.7606
Tsp_1	3534	3386.01	43	0.801387
CG10283_2	526	378.172	479	79.9298
CG31635_1	53865	53717	4.65203	0.00546504
CG5726_1	12453	12305	27.5038	0.14105
tud	3671	3523.01	222	3.9765
Gyf_1	40845	40697	362.42	0.561969
Tm1_2	1328	1180.01	30.9924	1.65741
CG41520_2	170	43.9188	0	0
CG30377_2	1033	885.013	481	34.2971
dom_3	2663	2515.01	3326	83.4535
Oatp26F	792	644.05	28	2.74347
Dscam4_1	439	291.503	3	0.649442
Ptp99A_2	2674	2526.01	160	3.99712
GCC185_2	1924	1776.01	629	22.3494
nompC_3	125	17.5528	0	0
Tm1_3	9422	9274.01	338.008	2.29996
pk_1	1361	1213.01	1	0.0520232
CG6051_1	1806	1658.01	280	10.6569
Ect4_2	249	108.348	0	0
Atet_1	357	210.61	4	1.19851
Spn_2	1974	1826.01	368	12.7176
Cfp1_1	30016	29868	2.32021	0.0049021
CG13855	469	321.345	9	1.76739
Cfp1_2	291	147.145	0	0
RhoGAP71E_1	4057	3909.01	309	4.98831
Toll-6_4	330	184.38	3	1.02676
Tg_5	223	85.6227	1	0.73701
lva	2793	2645.01	300	7.15741
CG14408_2	289	145.256	1	0.434437
Rim	7014	6866.01	0	0
RimA	2793	2645.01	1.8799	0.0448506
Spn85F_1	2951	2803.01	1199	26.9933
CG5937_3	4867	4719.01	34	0.454663
CenB1A_1	2061	1913.01	592	19.5284
dia_1	3096	2948.01	526	11.2595
Ptpmeg_2	2098	1950.01	932	30.1607
sr	115	13.7168	25	115.014
Hsl_1	1000	852.013	277	20.5162
CG10185_2	281	137.77	0	0
Ptr_1	236	96.8732	1	0.651416
dysc_3	299	154.727	0	0
CG14651_1	261	119.197	4	2.11766
tok_2	2897	2749.01	106	2.43328
CG34382	307	162.332	0	0
RSG7_2	309	164.245	0	0
CG3164_2	197	64.2762	195	191.446
zormin_2	368	221.367	3	0.855207
CG12723	39655	39507	16.2638	0.0259782
LanB1_1	1227	1079.01	6	0.350903
Su(z)2_1	174	46.7705	3	4.04773
SP1029_1	1205	1057.01	6	0.358206
RhoGAP15B	2342	2194.01	35	1.00668
Dscam1I_1	5039	4891.01	71.7612	0.925877
RnrL_1	636	488.105	354	45.767
CG6512_1	866	718.033	680	59.7623
eag_2	530	382.162	2	0.330251
erm_2	665	517.105	4	0.488139
SIDL_1	1496	1348.01	372	17.4145
CG43689_1	20671	20523	288.128	0.885943
CG4670_1	119	15.1044	723	3020.63
kibra_4	300	155.684	1	0.405339
CG9194	489	341.279	28	5.17739
simj_1	1245	1097.01	748	43.0281
MAN1_1	18242	18094	1.15587	0.00403122
CG34370_3	148	29.4796	0	0
SAK_1	473	325.325	261	50.6274
SK_1	350	203.79	1	0.309657
PNUTS_1	2728	2580.01	1852	45.2982
ara_2	585	437.122	5.87978	0.848829
LanB2_2	1460	1312.01	70	3.36684
sr_1	65870	65722	812.245	0.779899
d_1	118	14.7472	0	0
eag_3	3836	3688.01	0	0
CngA_2	724	576.058	2	0.219092
CG43689_2	3339	3191.01	11	0.217534
ZnT49B_1	102	10.4391	155	936.984
NaCP60E_1	143	26.5973	1	2.3726
ara_3	4221	4073.01	1.12022	0.0173561
Rhp_2	222	84.7813	1	0.744325
Dscam1P_1	3162	3014.01	5.22968	0.109495
CG2747	8358	8210.01	2840	21.8291
IntS4_1	1277	1129.01	2206	123.302
Pi3K59F_4	3122	2974.01	35.8749	0.761219
Cubn	182	52.693	0	0
esn	175	47.494	0	0
CG34355_5	421	273.634	3	0.691853
NetB_2	358	211.589	0	0
mib1_1	803	655.05	569	54.8151
Lasp_3	4235	4087.01	200	3.08806
rt_3	222	84.7813	0	0
Crtc_2	1619	1471.01	5	0.214494
CG8370_1	2525	2377.01	670	17.7871
bin3_1	776	628.05	89	8.94248
drpr_2	1366	1218.01	467	24.1951
ksr_1	2114	1966.01	765	24.5549
Mcm6_1	1032	884.013	494	35.2639
sick_1	762	614.05	2	0.205536
CG17716	136	22.8311	0	0
Myc_1	615	467.111	279	37.6918
GluRIID	413	265.704	0	0
GluRIIB_2	545	397.143	0	0
alpha-Catr	230	91.6299	0	0
sgg_1	4571	4423.01	2823	40.2768
Sp1_1	482	334.3	159	30.0139
CG8273_1	1743	1595.01	679	26.8638
CG42788_1	3411	3263.01	27	0.522164
pyx_4	1061	913.013	25	1.72793
CG40470	484	336.296	4	0.750587
Bili_1	236	96.8732	0	0
insc_1	620	472.105	1.87724	0.250925
CG10710_2	232	93.348	29	19.6045
CG14183_2	456	308.44	2	0.409187
cindr_2	2820	2672.01	65	1.5351
RhoGAP18B	18200	18052	93.5568	0.327048
SvilB_3	127	18.4292	0	0
rictor_1	2719	2571.01	422	10.3579
NKCC_1	120	15.477	1	4.07732
CG3216_2	242	102.112	2	1.23599
CG31064_2	1094	946.013	189	12.6074
CG8611_1	1198	1050.01	358	21.5155
CG12325_2	918	770.033	1513	123.992
Oatp58Dc	213	77.2328	0	0
Dl_2	1167	1019.01	203	12.5713
CG32506	112	12.7594	1	4.94575
CG42672_3	101	10.2561	129	793.722
CG11771_1	835	687.05	210	19.2883
cnn	321	175.681	343	123.206
CG6701	1999	1851.01	1085	36.9898
CG31368_1	120	15.477	110	448.505
CG1632_2	798	650.05	2	0.194154
CG3822	101	10.2561	0	0
RunxA	111	12.4631	0	0
Ir25a_1	102	10.4391	0	0
Dscam1H_1	4967	4819.01	0.00906797	0.000118745
CG44838_1	269	126.594	6	2.99089
CG31729_1	124	17.1185	2	7.37269
mmd_5	424	276.603	2	0.456285
CG42673_1	237	97.7523	2	1.29112
raptor_1	2136	1988.01	495	15.7126
MED23_1	1233	1085.01	1289	74.9688
in_2	877	729.033	14	1.21183
CG42663_3	8260	8112.01	25.1429	0.195591
CG13096_1	3485	3337.01	3013	56.9775
CG3328_2	201	67.4457	1	0.935638
CG1695_3	295	150.925	4	1.67248
mAChR-A_4	230	91.6299	1	0.688692
osp_1	1611	1463.01	28	1.20774
CG3711_1	1595	1447.01	15	0.654156
Pex23	2419	2271.01	1920	53.3512
CG8851_1	174	46.7705	1	1.34924
Ide_2	1266	1118.01	336	18.9651
pea_3	121	15.8436	290	1155.06
kek5_2	868	720.033	1	0.0876416
Mcm10	2647	2499.01	2808	70.9073
Tdrd3_1	1267	1119.01	288	16.2413
Bruce_1	28861	28713	1.15984	0.00254907
CG7372	2512	2364.01	2447	65.32
Stt3A_2	16107	15959	81.9654	0.324106
CG2918_1	1528	1380.01	1356	62.0067
CG13907_1	1601	1453.01	252	10.9444
Bre1_1	1443	1295.01	527	25.6802
prom	146	28.3111	0	0
CG44098_4	562	414.138	1	0.152376
sima_1	1858	1710.01	251	9.26268
didum_1	116	14.038	5	22.4764
su(w[a])_1	1963	1815.01	571	19.8527
Tsf2_2	114	13.3864	69	325.273
CG4266_1	4532	4384.01	12150	174.891
esn_1	1351	1203.01	2	0.104911
kuz_1	1267	1119.01	214	12.0682
Hpr1_1	523	375.176	400	67.2801
atk_2	218	81.4194	3	2.32517
para_5	271	128.455	1	0.49126
CG31612_1	1141	993.013	6	0.381293
CG3999_1	1592	1444.01	79	3.45238
Men_1	27048	26900	144.923	0.339975
CG43980_1	160	37.0613	1	1.70271
TrpA1_3	135	22.2971	0	0
CG14395_5	700	552.072	6	0.685832
CG10175_2	270	127.506	0	0
CG30440	1093	945.013	289	19.2984
blot_2	956	808.013	52	4.06113
Dgk	114	13.3864	0	0
Eip78C	177	48.9841	1	1.28827
pwn_1	363	216.471	1.90599	0.555626
CG17839_2	760	612.05	3	0.309312
PKD_3	170	43.9188	0	0
Dop2R	511	363.204	3	0.521234
CG10462	3974	3826.01	3423	56.4576
CG43736_1	11683	11535	323	1.76704
ome_2	1111	963.013	1268	83.0901
jvl_1	344	197.971	11	3.50633
Oatp74D_1	1558	1410.01	35	1.56642
koi_1	872	724.033	43	3.74777
frtz_1	2420	2272.01	433	12.0265
MTA1-like	3703	3555.01	947	16.8101
RyR_1	115	13.7168	0	0
Blimp-1_4	1721	1573.01	3	0.120351
e_3	276	133.08	0	0
CG15270_3	101	10.2561	0	0
klu_1	138	23.8744	2	5.28639
wde	4946	4798.01	2657	34.9456
wtrw_1	144	27.1894	0	0
CG8740_2	315	169.958	0	0
smid	1520	1372.01	1823	83.8476
Ubi3E_8	256	114.604	0	0
Nost_2	482	334.3	74	13.9688
nahoda_2	151	31.2992	1	2.01618
ssp6_1	7546	7398.01	54.7494	0.46701
tam_2	940	792.023	7	0.557728
sws_2	1144	996.013	791	50.1157
arr_3	3096	2948.01	384	8.21985
tey	47845	47697	140.458	0.185831
Plod_3	155	33.8751	189	352.082
IRSp53_1	166	41.1406	0	0
d_2	652	504.105	3	0.375546
Nadsyn_1	141	25.4731	161	398.848
Dscam2	116	14.038	0	0
Prestin_3	723	575.065	22	2.41417
CG3277	613	465.111	59	8.00494
Dscam1F	107	11.4111	0	0
Dop2R_1	3703	3555.01	0	0
CG31183_1	224	86.4964	0	0
CG11902	5409	5261.01	255	3.05867
beta-Man_2	9702	9554.01	2.29278	0.0151439
CG3558_1	306	161.387	188	73.5107
Lrpprc2	4674	4526.01	1317	18.3625
ine_1	184	54.2228	1	1.16381
Tg_6	337	191.186	4	1.32028
Gli_1	1155	1007.01	3	0.187996
SvilB_4	975	827.013	7	0.534131
Rok_2	1123	975.013	505	32.6846
CG32206_3	141	25.4731	1	2.47731
CG31729_2	1091	943.013	849	56.8136
CHES-1-like_2	2365	2217.01	109	3.10256
insc_2	4466	4318.01	1.12276	0.0164083
Mekk1_1	3110	2962.01	401	8.54318
Cbl_1	1095	947.013	73	4.8644
Alh_1	3508	3360.01	1333.26	25.0401
CG14073	8029	7881.01	728	5.82924
CG32369_1	2113	1965.01	113.931	3.65879
CG7728_2	1771	1623.01	721	28.0334
ph-d	11522	11374	333.38	1.84964
DCX-EMAP_1	181	51.955	0	0
CG34141_2	684	536.079	2	0.235431
Tm1_4	601	453.116	24.8786	3.4648
Cdep_1	103	10.6223	0	0
Tm1_5	4333	4185.01	1.12142	0.0169096
salm_2	299	154.727	0	0
CG34370_4	165	40.45	0	0
CG34401_1	5807	5659.01	74865	834.835
CG3638_1	651	503.105	4.87522	0.611502
ca_2	4736	4588.01	2293	31.5385
CG9313_1	121	15.8436	0	0
Gycbeta100B	1100	952.013	12	0.795428
CG7255_1	2371	2223.01	68	1.93032
CG42265	2122	1974.01	9	0.28771
CG42672_4	337	191.186	550	181.538
SWIP	3559	3411.01	70	1.29502
kst_2	204	69.862	4	3.61311
Zir_3	4502	4354.01	553	8.01489
Prm_2	140	24.9379	0	0
CG44838_2	1210	1062.01	18	1.06956
SIFaR_1	185	54.9768	1	1.14784
CG14431_1	878	730.033	2	0.172882
Cep135_1	549	401.138	136	21.3948
CG7139	4265	4117.01	8238	126.27
Tsf2_3	238	98.6279	190	121.567
CG34384_2	139	24.3904	3	7.76183
Cdep_2	847	699.042	0	0
ed_2	2516	2368.01	1642	43.7574
CG6938_2	229	90.7674	0	0
p130CAS	255	113.712	0	0
Rif1	5314	5166.01	1867	22.8061
Ppi1	481	333.308	22	4.16523
ptc_2	2635	2487.01	126	3.19709
CG17816	2037	1889.01	6	0.200437
PIP5K59B	519	371.19	2	0.340013
Blm	5720	5572.01	1032	11.6877
CG7470_6	1129	981.013	53	3.40929
Ptp10D_2	3275	3127.01	36	0.726499
Pi3K59F_5	326	180.495	199	69.5745
Nmdar1	122	16.2412	0	0
tsh_4	334	188.286	1	0.335153
Apc_1	946	798.023	218	17.2387
CG15765_1	33054	32906	244.839	0.469535
scat_2	354	207.689	189.43	57.5571
rec	2085	1937.01	27	0.879617
APC4_1	813	665.05	90	8.53985
MTF-1_1	667	519.092	88	10.698
Nep1_2	1059	911.013	1	0.0692688
Toll-6_5	215	78.9107	0	0
RhoGAP18B_1	5811	5663.01	1103	12.2911
pea_4	891	743.033	1872	158.986
MICAL-like_1	479	331.317	190	36.1887
Lsp1beta_1	283	139.644	1	0.451896
kis_2	6153	6005.01	441.543	4.64004
CG34370_5	1281	1133.01	0	0
Tep2_1	1649	1501.01	2562	107.71
CadN	143	26.5973	0	0
CG7099	7876	7728.01	4468	36.4844
CG10011_2	184	54.2228	0	0
Plc21C_1	1971	1823.01	242	8.37699
CG4301	160	37.0613	0	0
cdi_1	608	460.116	762	104.508
ps_2	153	32.5669	0	0
ko_3	223	85.6227	1	0.73701
hig_2	142	26.0377	0	0
Toll-9_1	1317	1169.01	19	1.02564
Sln_3	171	44.6119	1	1.41453
CG15270_4	482	334.3	0	0
CG9098	101	10.2561	0	0
ps_3	1197	1049.01	0	0
CG9799_1	1033	885.013	528	37.6484
PNPase_1	104	10.823	47	274.038
didum_2	1665	1517.01	124	5.15816
CG42613_3	131	20.254	1	3.11567
nompC_4	400	252.847	1	0.249577
scrib_2	458	310.428	190	38.6238
kibra_5	302	157.553	0	0
CG10543	4471	4323.01	639.142	9.32981
